0,0,2,0.0,0.25
0,0,1,0.0,0.25
0,3,3,0.0,0.25
0,4,1,-1.0,0.25
0,7,3,1.0,0.25
1,0,1,0.0,0.25
1,3,0,0.0,0.25
1,0,3,0.0,0.25
1,1,1,0.0,0.25
1,4,2,0.0,0.25
1,3,1,0.0,0.25
1,6,1,0.0,0.25
1,6,2,0.0,0.25
1,6,3,-1.0,0.25
1,7,3,1.0,0.25
2,0,2,0.0,0.25
2,0,0,0.0,0.25
2,0,2,0.0,0.25
2,0,2,0.0,0.25
2,0,2,0.0,0.25
2,0,3,0.0,0.25
2,1,2,0.0,0.25
2,0,1,0.0,0.25
2,3,3,0.0,0.25
2,4,1,-1.0,0.25
2,7,0,0.0,0.25
2,4,0,0.0,0.25
2,1,0,0.0,0.25
2,1,3,0.0,0.25
2,2,2,0.0,0.25
2,1,2,0.0,0.25
2,0,3,0.0,0.25
2,1,2,0.0,0.25
2,0,1,0.0,0.25
2,3,2,0.0,0.25
2,3,2,0.0,0.25
2,3,0,0.0,0.25
2,0,3,0.0,0.25
2,1,2,0.0,0.25
2,0,1,0.0,0.25
2,3,3,0.0,0.25
2,4,1,-1.0,0.25
2,7,2,0.0,0.25
2,6,1,0.0,0.25
2,6,2,0.0,0.25
2,6,2,0.0,0.25
2,6,1,0.0,0.25
2,6,1,0.0,0.25
2,6,1,0.0,0.25
2,6,3,-1.0,0.25
2,7,2,0.0,0.25
2,6,0,0.0,0.25
2,3,2,0.0,0.25
2,3,2,0.0,0.25
2,3,1,0.0,0.25
2,6,2,0.0,0.25
2,6,3,-1.0,0.25
2,7,3,1.0,0.25
3,0,1,0.0,0.25
3,3,1,0.0,0.25
3,6,1,0.0,0.25
3,6,0,0.0,0.25
3,3,0,0.0,0.25
3,0,3,0.0,0.25
3,1,2,0.0,0.25
3,0,2,0.0,0.25
3,0,1,0.0,0.25
3,3,3,0.0,0.25
3,4,1,-1.0,0.25
3,7,2,0.0,0.25
3,6,3,-1.0,0.25
3,7,1,-1.0,0.25
3,7,2,0.0,0.25
3,6,3,-1.0,0.25
3,7,1,-1.0,0.25
3,7,3,1.0,0.25
4,0,0,0.0,0.25
4,0,3,0.0,0.25
4,1,1,0.0,0.25
4,4,3,0.0,0.25
4,5,1,1.0,0.25
5,0,3,0.0,0.25
5,1,3,0.0,0.25
5,2,1,0.0,0.25
5,5,1,1.0,0.25
6,0,3,0.0,0.25
6,1,1,0.0,0.25
6,4,1,-1.0,0.25
6,7,3,1.0,0.25
7,0,0,0.0,0.25
7,0,3,0.0,0.25
7,1,2,0.0,0.25
7,0,0,0.0,0.25
7,0,1,0.0,0.25
7,3,3,0.0,0.25
